               Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | MAE_energy_grad | GPU Memory (MB)
2023-01-25 16:22:41 |   179 |     3.000e-04 |    42.9560 |         58.7603 |    13.5128 |          3.6812 |            7362
2023-01-25 16:23:03 |   180 |     3.000e-04 |    41.8127 |         64.9699 |    26.8540 |          3.7036 |            7362
2023-01-25 16:23:25 |   181 |     3.000e-04 |    41.5022 |         57.7234 |    11.4352 |          3.6634 |            7362
2023-01-25 16:23:47 |   182 |     3.000e-04 |    40.6112 |         61.4633 |    21.7251 |          3.6685 |            7362
2023-01-25 16:24:10 |   183 |     3.000e-04 |    41.2528 |         57.5129 |    12.1696 |          3.6718 |            7362
2023-01-25 16:24:32 |   184 |     3.000e-04 |    41.1437 |         63.8514 |    27.4411 |          3.6692 |            7362
2023-01-25 16:24:54 |   185 |     3.000e-04 |    42.1882 |         56.3667 |    10.4341 |          3.6453 |            7362
2023-01-25 16:25:16 |   186 |     3.000e-04 |    43.7501 |         57.1138 |    10.5468 |          3.6784 |            7362
2023-01-25 16:25:38 |   187 |     3.000e-04 |    40.0477 |         56.9274 |    12.5728 |          3.6534 |            7362
2023-01-25 16:26:00 |   188 |     3.000e-04 |    43.2836 |         57.2683 |    11.6195 |          3.6613 |            7362
2023-01-25 16:26:22 |   189 |     3.000e-04 |    39.0733 |         56.8570 |    11.6511 |          3.6364 |            7362
2023-01-25 16:26:44 |   190 |     3.000e-04 |    38.2396 |         59.1341 |    16.9061 |          3.6440 |            7362
2023-01-25 16:27:06 |   191 |     3.000e-04 |    39.4724 |         57.8822 |    11.2378 |          3.6436 |            7362
2023-01-25 16:27:24 |   192 |     3.000e-04 |    39.4415 |         56.6049 |    10.3990 |          3.6406 |            7362
2023-01-25 16:27:46 |   193 |     3.000e-04 |    40.0182 |         62.5670 |    16.0543 |          3.6992 |            7362
2023-01-25 16:28:09 |   194 |     3.000e-04 |    38.6486 |         63.8967 |    20.4146 |          3.6668 |            7362
2023-01-25 16:28:31 |   195 |     3.000e-04 |    38.7369 |         60.0427 |    12.9954 |          3.6718 |            7362
2023-01-25 16:29:24 |   196 |     3.000e-04 |    37.8600 |         60.4051 |    18.6720 |          3.6461 |            7362
2023-01-25 16:29:47 |   197 |     3.000e-04 |    39.4545 |         57.9033 |    13.7945 |          3.6418 |            7362
2023-01-25 16:30:10 |   198 |     3.000e-04 |    38.4424 |         63.2973 |    21.4751 |          3.7245 |            7362
2023-01-25 16:30:33 |   199 |     3.000e-04 |    40.0310 |         58.0796 |    11.7897 |          3.6509 |            7362
2023-01-25 16:30:55 |   200 |     3.000e-04 |    40.4853 |         60.9785 |    13.1660 |          3.7062 |            7362
2023-01-25 16:31:19 |   201 |     3.000e-04 |    40.1293 |         63.4300 |    13.1279 |          3.7575 |            7362
2023-01-25 16:31:42 |   202 |     3.000e-04 |    37.9136 |         63.7430 |    16.6216 |          3.7219 |            7362
2023-01-25 16:32:04 |   203 |     3.000e-04 |    38.2547 |         64.8767 |    12.4186 |          3.7795 |            7423
2023-01-25 16:32:27 |   204 |     3.000e-04 |    38.5280 |         61.9438 |    11.7132 |          3.7435 |            7423
2023-01-25 16:32:49 |   205 |     3.000e-04 |    38.7325 |         61.7552 |    11.5098 |          3.7239 |            7423
2023-01-25 16:33:12 |   206 |     3.000e-04 |    41.4384 |         63.6195 |    14.0450 |          3.7289 |            7423
2023-01-25 16:33:34 |   207 |     3.000e-04 |    40.2295 |         71.5886 |    26.0248 |          3.7358 |            7423
2023-01-25 16:33:56 |   208 |     3.000e-04 |    44.8346 |         59.8504 |    13.9547 |          3.6761 |            7423
2023-01-25 16:34:29 |   209 |     3.000e-04 |    42.2470 |         61.7752 |    18.1926 |          3.7206 |            7423
2023-01-25 16:34:52 |   210 |     3.000e-04 |    42.4989 |         67.2910 |    21.8511 |          3.7813 |            7423
2023-01-25 16:35:14 |   211 |     3.000e-04 |    41.1110 |         78.3457 |    29.5868 |          3.9000 |            7423
2023-01-25 16:35:37 |   212 |     3.000e-04 |    36.9374 |         67.3068 |    22.3421 |          3.7502 |            7423
2023-01-25 16:36:00 |   213 |     3.000e-04 |    35.5141 |         62.7336 |    19.4961 |          3.6695 |            7423
